Lasso Genes 1,XGBoost Genes,Random Forest Genes,AdaBoost Genes,Intersection Lasso-XG-RF,Intersection Lasso-XG-RF-Ada,Lasso Convergence,Intersection Lasso Convergence-XG,Intersection Lasso Convergence-Ada,Intersection XG-Ada,Intersection Lasso Convergence-XG-Ada
ENSG00000271780.1,,ENSG00000165300.7,,,,,,,,
ENSG00000119698.10,,ENSG00000143995.18,,,,,,,,
ENSG00000070882.11,,ENSG00000254006.4,,,,,,,,
ENSG00000179088.13,,ENSG00000262903.1,,,,,,,,
ENSG00000240053.8,,ENSG00000275437.1,,,,,,,,
ENSG00000266733.4,,ENSG00000246334.2,,,,,,,,
ENSG00000244056.3,,ENSG00000006638.10,,,,,,,,
ENSG00000241911.1,,ENSG00000183340.6,,,,,,,,
ENSG00000259583.2,,ENSG00000173559.11,,,,,,,,
ENSG00000260461.1,,ENSG00000157107.12,,,,,,,,
ENSG00000128438.9,,ENSG00000171234.12,,,,,,,,
ENSG00000188611.13,,ENSG00000147573.15,,,,,,,,
ENSG00000226519.1,,ENSG00000013503.8,,,,,,,,
ENSG00000091972.17,,ENSG00000166455.12,,,,,,,,
ENSG00000129625.11,,,,,,,,,,
ENSG00000156345.16,,,,,,,,,,
ENSG00000204421.2,,,,,,,,,,
ENSG00000149557.11,,,,,,,,,,
ENSG00000163508.11,,,,,,,,,,
ENSG00000171345.12,,,,,,,,,,
ENSG00000152669.8,,,,,,,,,,
ENSG00000167280.15,,,,,,,,,,
ENSG00000065320.7,,,,,,,,,,
ENSG00000134363.10,,,,,,,,,,
ENSG00000149451.16,,,,,,,,,,
ENSG00000125787.10,,,,,,,,,,
ENSG00000008517.15,,,,,,,,,,
ENSG00000184163.3,,,,,,,,,,
ENSG00000184956.14,,,,,,,,,,
ENSG00000186115.11,,,,,,,,,,
ENSG00000188997.6,,,,,,,,,,
ENSG00000272800.1,,,,,,,,,,
ENSG00000183655.12,,,,,,,,,,
ENSG00000236780.4,,,,,,,,,,
ENSG00000172995.15,,,,,,,,,,
ENSG00000257654.1,,,,,,,,,,
ENSG00000251322.6,,,,,,,,,,
ENSG00000224888.4,,,,,,,,,,
ENSG00000159714.9,,,,,,,,,,
ENSG00000126822.14,,,,,,,,,,
ENSG00000196932.10,,,,,,,,,,
ENSG00000168477.16,,,,,,,,,,
ENSG00000177990.10,,,,,,,,,,
ENSG00000105270.13,,,,,,,,,,
ENSG00000139352.3,,,,,,,,,,
ENSG00000276115.1,,,,,,,,,,
ENSG00000123684.11,,,,,,,,,,
ENSG00000175318.10,,,,,,,,,,
ENSG00000250241.4,,,,,,,,,,
ENSG00000135409.9,,,,,,,,,,
ENSG00000280623.1,,,,,,,,,,
ENSG00000036565.13,,,,,,,,,,
ENSG00000143891.15,,,,,,,,,,
ENSG00000255142.1,,,,,,,,,,
ENSG00000233030.2,,,,,,,,,,
ENSG00000260611.1,,,,,,,,,,
ENSG00000152465.16,,,,,,,,,,
ENSG00000278993.1,,,,,,,,,,
ENSG00000141744.3,,,,,,,,,,
ENSG00000175497.15,,,,,,,,,,
ENSG00000172508.9,,,,,,,,,,
ENSG00000169891.16,,,,,,,,,,
ENSG00000186105.7,,,,,,,,,,
ENSG00000186204.13,,,,,,,,,,
ENSG00000100368.12,,,,,,,,,,
ENSG00000180769.7,,,,,,,,,,
ENSG00000122641.9,,,,,,,,,,
ENSG00000105205.6,,,,,,,,,,
ENSG00000248489.1,,,,,,,,,,
ENSG00000279138.1,,,,,,,,,,
ENSG00000005381.7,,,,,,,,,,
ENSG00000225265.1,,,,,,,,,,
ENSG00000248663.5,,,,,,,,,,
ENSG00000143001.4,,,,,,,,,,
ENSG00000062370.15,,,,,,,,,,
ENSG00000224063.4,,,,,,,,,,
ENSG00000279518.1,,,,,,,,,,
ENSG00000121104.6,,,,,,,,,,
ENSG00000176076.7,,,,,,,,,,
ENSG00000115598.8,,,,,,,,,,
ENSG00000253931.1,,,,,,,,,,
ENSG00000264918.1,,,,,,,,,,
ENSG00000153982.9,,,,,,,,,,
ENSG00000273154.2,,,,,,,,,,
ENSG00000109193.9,,,,,,,,,,
ENSG00000259172.1,,,,,,,,,,
ENSG00000196776.13,,,,,,,,,,
ENSG00000066468.19,,,,,,,,,,
ENSG00000268970.1,,,,,,,,,,
ENSG00000105538.7,,,,,,,,,,
ENSG00000272568.4,,,,,,,,,,
ENSG00000272711.1,,,,,,,,,,
ENSG00000140682.17,,,,,,,,,,
ENSG00000241764.3,,,,,,,,,,
ENSG00000269220.1,,,,,,,,,,
ENSG00000172482.4,,,,,,,,,,
ENSG00000169085.10,,,,,,,,,,
ENSG00000265778.2,,,,,,,,,,
ENSG00000244482.8,,,,,,,,,,
ENSG00000128011.4,,,,,,,,,,
ENSG00000245571.5,,,,,,,,,,
ENSG00000187955.10,,,,,,,,,,
ENSG00000067840.11,,,,,,,,,,
ENSG00000167874.6,,,,,,,,,,
ENSG00000228401.4,,,,,,,,,,
ENSG00000196358.9,,,,,,,,,,
ENSG00000228340.4,,,,,,,,,,
ENSG00000197249.11,,,,,,,,,,
ENSG00000105352.9,,,,,,,,,,
ENSG00000240303.6,,,,,,,,,,
ENSG00000136732.13,,,,,,,,,,
ENSG00000225778.4,,,,,,,,,,
ENSG00000269737.1,,,,,,,,,,
ENSG00000272010.1,,,,,,,,,,
ENSG00000153446.14,,,,,,,,,,
ENSG00000281501.1,,,,,,,,,,
ENSG00000267453.5,,,,,,,,,,
ENSG00000153563.14,,,,,,,,,,
ENSG00000243422.1,,,,,,,,,,
ENSG00000006118.13,,,,,,,,,,
ENSG00000274286.1,,,,,,,,,,
ENSG00000267746.1,,,,,,,,,,
ENSG00000019169.10,,,,,,,,,,
ENSG00000261008.5,,,,,,,,,,
ENSG00000265369.3,,,,,,,,,,
ENSG00000255284.1,,,,,,,,,,
ENSG00000265179.5,,,,,,,,,,
ENSG00000159399.8,,,,,,,,,,
ENSG00000153283.11,,,,,,,,,,
ENSG00000213996.11,,,,,,,,,,
ENSG00000279520.1,,,,,,,,,,
ENSG00000137942.15,,,,,,,,,,
ENSG00000265678.1,,,,,,,,,,
ENSG00000102385.11,,,,,,,,,,
ENSG00000141738.12,,,,,,,,,,
ENSG00000243368.2,,,,,,,,,,
ENSG00000011201.9,,,,,,,,,,
ENSG00000146085.7,,,,,,,,,,
ENSG00000271967.1,,,,,,,,,,
ENSG00000235865.2,,,,,,,,,,
ENSG00000183662.9,,,,,,,,,,
ENSG00000233236.1,,,,,,,,,,
ENSG00000197054.10,,,,,,,,,,
ENSG00000163576.16,,,,,,,,,,
ENSG00000123342.14,,,,,,,,,,
ENSG00000241781.2,,,,,,,,,,
ENSG00000198768.9,,,,,,,,,,
ENSG00000120949.13,,,,,,,,,,
ENSG00000099864.16,,,,,,,,,,
ENSG00000104213.11,,,,,,,,,,
ENSG00000168229.3,,,,,,,,,,
ENSG00000158477.6,,,,,,,,,,
ENSG00000172478.16,,,,,,,,,,
ENSG00000183134.4,,,,,,,,,,
ENSG00000225400.1,,,,,,,,,,
ENSG00000255833.1,,,,,,,,,,
ENSG00000137936.15,,,,,,,,,,
ENSG00000196353.10,,,,,,,,,,
ENSG00000261222.2,,,,,,,,,,
ENSG00000171860.4,,,,,,,,,,
ENSG00000245552.5,,,,,,,,,,
ENSG00000263412.1,,,,,,,,,,
ENSG00000269190.4,,,,,,,,,,
ENSG00000114013.14,,,,,,,,,,
ENSG00000186998.14,,,,,,,,,,
ENSG00000166407.12,,,,,,,,,,
ENSG00000205307.9,,,,,,,,,,
ENSG00000247572.6,,,,,,,,,,
ENSG00000137204.13,,,,,,,,,,
ENSG00000103154.8,,,,,,,,,,
ENSG00000235217.6,,,,,,,,,,
ENSG00000160791.13,,,,,,,,,,
ENSG00000134853.10,,,,,,,,,,
ENSG00000140284.9,,,,,,,,,,
ENSG00000225171.2,,,,,,,,,,
ENSG00000173482.15,,,,,,,,,,
ENSG00000172037.12,,,,,,,,,,
ENSG00000178248.11,,,,,,,,,,
ENSG00000103355.11,,,,,,,,,,
ENSG00000160161.8,,,,,,,,,,
ENSG00000179388.8,,,,,,,,,,
ENSG00000271155.1,,,,,,,,,,
ENSG00000113645.12,,,,,,,,,,
ENSG00000113100.8,,,,,,,,,,
ENSG00000247400.3,,,,,,,,,,
ENSG00000142408.2,,,,,,,,,,
ENSG00000227403.1,,,,,,,,,,
ENSG00000243795.1,,,,,,,,,,
ENSG00000106538.8,,,,,,,,,,
ENSG00000257596.1,,,,,,,,,,
ENSG00000130702.12,,,,,,,,,,
ENSG00000111728.9,,,,,,,,,,
ENSG00000187583.9,,,,,,,,,,
ENSG00000166924.7,,,,,,,,,,
ENSG00000270641.1,,,,,,,,,,
ENSG00000196436.8,,,,,,,,,,
ENSG00000248774.1,,,,,,,,,,
ENSG00000131724.9,,,,,,,,,,
ENSG00000138193.13,,,,,,,,,,
ENSG00000250616.2,,,,,,,,,,
ENSG00000182118.5,,,,,,,,,,
ENSG00000170961.6,,,,,,,,,,
ENSG00000106366.8,,,,,,,,,,
ENSG00000155011.7,,,,,,,,,,
ENSG00000218565.2,,,,,,,,,,
ENSG00000164932.11,,,,,,,,,,
ENSG00000225880.5,,,,,,,,,,
ENSG00000197927.11,,,,,,,,,,
ENSG00000233452.5,,,,,,,,,,
ENSG00000178386.11,,,,,,,,,,
ENSG00000170365.8,,,,,,,,,,
ENSG00000233885.6,,,,,,,,,,
ENSG00000267317.2,,,,,,,,,,
ENSG00000265798.5,,,,,,,,,,
ENSG00000267152.1,,,,,,,,,,
ENSG00000179935.8,,,,,,,,,,
ENSG00000180938.5,,,,,,,,,,
ENSG00000171067.9,,,,,,,,,,
ENSG00000136114.14,,,,,,,,,,
ENSG00000176720.4,,,,,,,,,,
ENSG00000168917.8,,,,,,,,,,
ENSG00000141028.6,,,,,,,,,,
ENSG00000115648.12,,,,,,,,,,
ENSG00000170624.12,,,,,,,,,,
ENSG00000179083.6,,,,,,,,,,
ENSG00000204653.8,,,,,,,,,,
ENSG00000147576.14,,,,,,,,,,
ENSG00000187607.14,,,,,,,,,,
ENSG00000227039.5,,,,,,,,,,
ENSG00000160325.13,,,,,,,,,,
ENSG00000091592.14,,,,,,,,,,
ENSG00000157017.14,,,,,,,,,,
ENSG00000164106.6,,,,,,,,,,
ENSG00000140839.10,,,,,,,,,,
ENSG00000226352.2,,,,,,,,,,
ENSG00000091181.18,,,,,,,,,,
ENSG00000156466.9,,,,,,,,,,
ENSG00000273113.1,,,,,,,,,,
ENSG00000280303.2,,,,,,,,,,
ENSG00000170456.13,,,,,,,,,,
ENSG00000144642.19,,,,,,,,,,
ENSG00000251634.2,,,,,,,,,,
ENSG00000260912.1,,,,,,,,,,
ENSG00000050555.16,,,,,,,,,,
ENSG00000242349.4,,,,,,,,,,
ENSG00000140932.8,,,,,,,,,,
ENSG00000164707.14,,,,,,,,,,
ENSG00000243819.4,,,,,,,,,,
ENSG00000147138.1,,,,,,,,,,
ENSG00000260949.1,,,,,,,,,,
ENSG00000166002.5,,,,,,,,,,
ENSG00000261324.2,,,,,,,,,,
ENSG00000113396.11,,,,,,,,,,
ENSG00000261286.1,,,,,,,,,,
ENSG00000061676.13,,,,,,,,,,
ENSG00000157077.13,,,,,,,,,,
ENSG00000279659.1,,,,,,,,,,
ENSG00000261490.1,,,,,,,,,,
ENSG00000218052.5,,,,,,,,,,
ENSG00000226174.5,,,,,,,,,,
ENSG00000279118.1,,,,,,,,,,
ENSG00000249476.1,,,,,,,,,,
ENSG00000213204.7,,,,,,,,,,
ENSG00000229931.1,,,,,,,,,,
ENSG00000273240.1,,,,,,,,,,
ENSG00000213599.8,,,,,,,,,,
ENSG00000189320.7,,,,,,,,,,
ENSG00000231466.2,,,,,,,,,,
ENSG00000152582.11,,,,,,,,,,
ENSG00000138829.9,,,,,,,,,,
ENSG00000157111.11,,,,,,,,,,
ENSG00000146453.11,,,,,,,,,,
ENSG00000118898.14,,,,,,,,,,
ENSG00000142748.11,,,,,,,,,,
ENSG00000114757.17,,,,,,,,,,
ENSG00000129219.12,,,,,,,,,,
ENSG00000132832.8,,,,,,,,,,
ENSG00000254343.2,,,,,,,,,,
ENSG00000258525.1,,,,,,,,,,
ENSG00000264991.1,,,,,,,,,,
ENSG00000262001.1,,,,,,,,,,
ENSG00000250467.1,,,,,,,,,,
ENSG00000198844.9,,,,,,,,,,
ENSG00000229092.2,,,,,,,,,,
ENSG00000153820.11,,,,,,,,,,
ENSG00000170909.12,,,,,,,,,,
ENSG00000260425.1,,,,,,,,,,
ENSG00000011083.7,,,,,,,,,,
ENSG00000060140.7,,,,,,,,,,
ENSG00000108018.14,,,,,,,,,,
ENSG00000156475.17,,,,,,,,,,
ENSG00000225206.5,,,,,,,,,,
ENSG00000248858.6,,,,,,,,,,
ENSG00000161929.13,,,,,,,,,,
ENSG00000109654.13,,,,,,,,,,
ENSG00000138395.13,,,,,,,,,,
ENSG00000145861.7,,,,,,,,,,
ENSG00000279342.1,,,,,,,,,,
ENSG00000215548.2,,,,,,,,,,
ENSG00000220804.7,,,,,,,,,,
ENSG00000010704.17,,,,,,,,,,
ENSG00000277147.3,,,,,,,,,,
ENSG00000278107.1,,,,,,,,,,
ENSG00000273893.1,,,,,,,,,,
ENSG00000213373.6,,,,,,,,,,
ENSG00000216921.6,,,,,,,,,,
ENSG00000244968.5,,,,,,,,,,
ENSG00000145730.19,,,,,,,,,,
ENSG00000132329.9,,,,,,,,,,
ENSG00000242759.5,,,,,,,,,,
ENSG00000224420.3,,,,,,,,,,
ENSG00000163661.3,,,,,,,,,,
ENSG00000267801.1,,,,,,,,,,
ENSG00000099998.16,,,,,,,,,,
ENSG00000275769.1,,,,,,,,,,
ENSG00000204740.8,,,,,,,,,,
ENSG00000114547.8,,,,,,,,,,
ENSG00000099617.3,,,,,,,,,,
ENSG00000127863.14,,,,,,,,,,
ENSG00000250771.2,,,,,,,,,,
ENSG00000271997.1,,,,,,,,,,
ENSG00000069869.14,,,,,,,,,,
ENSG00000147588.6,,,,,,,,,,
ENSG00000262370.4,,,,,,,,,,
ENSG00000124721.16,,,,,,,,,,
ENSG00000132514.12,,,,,,,,,,
ENSG00000267543.1,,,,,,,,,,
ENSG00000211978.2,,,,,,,,,,
ENSG00000152137.5,,,,,,,,,,
ENSG00000021488.11,,,,,,,,,,
ENSG00000261342.1,,,,,,,,,,
ENSG00000134013.14,,,,,,,,,,
ENSG00000135318.10,,,,,,,,,,
ENSG00000257354.2,,,,,,,,,,
ENSG00000100644.15,,,,,,,,,,
ENSG00000120088.13,,,,,,,,,,
ENSG00000270147.1,,,,,,,,,,
ENSG00000231728.3,,,,,,,,,,
ENSG00000062096.13,,,,,,,,,,
ENSG00000135049.14,,,,,,,,,,
ENSG00000197798.7,,,,,,,,,,
ENSG00000113119.11,,,,,,,,,,
ENSG00000224687.1,,,,,,,,,,
ENSG00000183840.6,,,,,,,,,,
ENSG00000135842.15,,,,,,,,,,
ENSG00000169083.14,,,,,,,,,,
ENSG00000179528.14,,,,,,,,,,
ENSG00000204305.12,,,,,,,,,,
ENSG00000182195.7,,,,,,,,,,
ENSG00000149927.16,,,,,,,,,,
ENSG00000229404.4,,,,,,,,,,
ENSG00000127366.5,,,,,,,,,,
ENSG00000106686.15,,,,,,,,,,
ENSG00000248712.6,,,,,,,,,,
ENSG00000121895.7,,,,,,,,,,
ENSG00000185875.11,,,,,,,,,,
ENSG00000091428.16,,,,,,,,,,
ENSG00000155066.14,,,,,,,,,,
ENSG00000259994.1,,,,,,,,,,
ENSG00000161944.15,,,,,,,,,,
ENSG00000145685.12,,,,,,,,,,
ENSG00000154229.10,,,,,,,,,,
ENSG00000256540.1,,,,,,,,,,
ENSG00000100311.15,,,,,,,,,,
ENSG00000137090.10,,,,,,,,,,
ENSG00000256576.2,,,,,,,,,,
ENSG00000165973.16,,,,,,,,,,
ENSG00000280081.2,,,,,,,,,,
ENSG00000114270.14,,,,,,,,,,
ENSG00000139629.14,,,,,,,,,,
ENSG00000165716.8,,,,,,,,,,
ENSG00000136943.9,,,,,,,,,,
ENSG00000212125.2,,,,,,,,,,
ENSG00000246250.2,,,,,,,,,,
ENSG00000274020.1,,,,,,,,,,
ENSG00000235111.1,,,,,,,,,,
ENSG00000248429.4,,,,,,,,,,
ENSG00000253457.2,,,,,,,,,,
ENSG00000143067.4,,,,,,,,,,
ENSG00000280184.1,,,,,,,,,,
ENSG00000235257.7,,,,,,,,,,
ENSG00000170703.14,,,,,,,,,,
ENSG00000110077.13,,,,,,,,,,
ENSG00000129009.11,,,,,,,,,,
ENSG00000150893.10,,,,,,,,,,
ENSG00000260025.1,,,,,,,,,,
ENSG00000274307.1,,,,,,,,,,
ENSG00000278627.1,,,,,,,,,,
ENSG00000184313.18,,,,,,,,,,
ENSG00000211644.2,,,,,,,,,,
ENSG00000220563.1,,,,,,,,,,
ENSG00000123358.18,,,,,,,,,,
ENSG00000188573.7,,,,,,,,,,
ENSG00000215105.4,,,,,,,,,,
ENSG00000141480.16,,,,,,,,,,
ENSG00000146556.13,,,,,,,,,,
ENSG00000156006.4,,,,,,,,,,
ENSG00000275005.1,,,,,,,,,,
ENSG00000276085.1,,,,,,,,,,
ENSG00000272701.2,,,,,,,,,,
ENSG00000279095.1,,,,,,,,,,
ENSG00000114923.15,,,,,,,,,,
ENSG00000035720.6,,,,,,,,,,
ENSG00000277632.1,,,,,,,,,,
ENSG00000215644.8,,,,,,,,,,
ENSG00000245164.5,,,,,,,,,,
ENSG00000047457.12,,,,,,,,,,
ENSG00000121769.6,,,,,,,,,,
ENSG00000181036.12,,,,,,,,,,
ENSG00000232629.7,,,,,,,,,,
ENSG00000006638.10,,,,,,,,,,
ENSG00000147408.13,,,,,,,,,,
ENSG00000103241.6,,,,,,,,,,
ENSG00000204314.9,,,,,,,,,,
ENSG00000235703.4,,,,,,,,,,
ENSG00000269951.1,,,,,,,,,,
ENSG00000140961.11,,,,,,,,,,
ENSG00000233515.1,,,,,,,,,,
ENSG00000136931.8,,,,,,,,,,
ENSG00000182578.12,,,,,,,,,,
ENSG00000261924.1,,,,,,,,,,
ENSG00000225986.1,,,,,,,,,,
ENSG00000171234.12,,,,,,,,,,
ENSG00000184828.8,,,,,,,,,,
ENSG00000077279.15,,,,,,,,,,
ENSG00000214787.7,,,,,,,,,,
ENSG00000131409.11,,,,,,,,,,
ENSG00000185710.8,,,,,,,,,,
ENSG00000130701.3,,,,,,,,,,
ENSG00000171864.4,,,,,,,,,,
ENSG00000143318.11,,,,,,,,,,
ENSG00000160883.9,,,,,,,,,,
ENSG00000172889.14,,,,,,,,,,
ENSG00000172460.13,,,,,,,,,,
ENSG00000149596.6,,,,,,,,,,
ENSG00000179348.10,,,,,,,,,,
ENSG00000137501.15,,,,,,,,,,
ENSG00000124920.12,,,,,,,,,,
ENSG00000279645.1,,,,,,,,,,
ENSG00000182648.10,,,,,,,,,,
ENSG00000198155.5,,,,,,,,,,
ENSG00000106484.13,,,,,,,,,,
ENSG00000162433.13,,,,,,,,,,
ENSG00000157570.10,,,,,,,,,,
ENSG00000115602.15,,,,,,,,,,
ENSG00000168615.10,,,,,,,,,,
ENSG00000197181.10,,,,,,,,,,
ENSG00000233483.2,,,,,,,,,,
ENSG00000237172.3,,,,,,,,,,
ENSG00000128512.18,,,,,,,,,,
ENSG00000280594.1,,,,,,,,,,
ENSG00000134198.8,,,,,,,,,,
ENSG00000109758.7,,,,,,,,,,
ENSG00000155970.10,,,,,,,,,,
ENSG00000166343.8,,,,,,,,,,
ENSG00000224195.1,,,,,,,,,,
ENSG00000269176.2,,,,,,,,,,
ENSG00000144290.15,,,,,,,,,,
ENSG00000271643.1,,,,,,,,,,
ENSG00000164929.15,,,,,,,,,,
ENSG00000162520.13,,,,,,,,,,
ENSG00000160013.7,,,,,,,,,,
ENSG00000169122.10,,,,,,,,,,
ENSG00000167767.12,,,,,,,,,,
ENSG00000154188.8,,,,,,,,,,
ENSG00000117407.15,,,,,,,,,,
ENSG00000169139.10,,,,,,,,,,
ENSG00000147799.10,,,,,,,,,,
ENSG00000181585.3,,,,,,,,,,
ENSG00000260941.1,,,,,,,,,,
ENSG00000273017.1,,,,,,,,,,
ENSG00000144407.8,,,,,,,,,,
ENSG00000260911.2,,,,,,,,,,
ENSG00000265185.4,,,,,,,,,,
ENSG00000167281.17,,,,,,,,,,
ENSG00000256417.1,,,,,,,,,,
ENSG00000163492.12,,,,,,,,,,
ENSG00000139547.7,,,,,,,,,,
ENSG00000118515.10,,,,,,,,,,
ENSG00000178773.13,,,,,,,,,,
ENSG00000269892.1,,,,,,,,,,
ENSG00000253301.4,,,,,,,,,,
ENSG00000275223.1,,,,,,,,,,
ENSG00000275371.1,,,,,,,,,,
ENSG00000260369.2,,,,,,,,,,
ENSG00000267121.4,,,,,,,,,,
ENSG00000182223.7,,,,,,,,,,
ENSG00000161835.9,,,,,,,,,,
ENSG00000169744.11,,,,,,,,,,
ENSG00000151572.15,,,,,,,,,,
ENSG00000185033.13,,,,,,,,,,
ENSG00000221953.5,,,,,,,,,,
ENSG00000206588.1,,,,,,,,,,
ENSG00000164270.16,,,,,,,,,,
ENSG00000128591.14,,,,,,,,,,
ENSG00000145246.12,,,,,,,,,,
ENSG00000270587.1,,,,,,,,,,
ENSG00000034053.13,,,,,,,,,,
ENSG00000111450.12,,,,,,,,,,
ENSG00000122824.9,,,,,,,,,,
ENSG00000225028.1,,,,,,,,,,
ENSG00000111341.8,,,,,,,,,,
ENSG00000271324.1,,,,,,,,,,
ENSG00000257647.1,,,,,,,,,,
ENSG00000223692.1,,,,,,,,,,
ENSG00000161381.12,,,,,,,,,,
ENSG00000250510.6,,,,,,,,,,
ENSG00000180785.8,,,,,,,,,,
ENSG00000273314.1,,,,,,,,,,
ENSG00000163833.7,,,,,,,,,,
ENSG00000266524.2,,,,,,,,,,
ENSG00000280008.1,,,,,,,,,,
ENSG00000162882.13,,,,,,,,,,
ENSG00000260078.3,,,,,,,,,,
ENSG00000157445.13,,,,,,,,,,
ENSG00000134571.9,,,,,,,,,,
ENSG00000050438.15,,,,,,,,,,
ENSG00000226800.5,,,,,,,,,,
ENSG00000265519.1,,,,,,,,,,
ENSG00000103047.6,,,,,,,,,,
ENSG00000229743.2,,,,,,,,,,
ENSG00000109047.7,,,,,,,,,,
ENSG00000260254.1,,,,,,,,,,
ENSG00000231752.4,,,,,,,,,,
ENSG00000136158.9,,,,,,,,,,
ENSG00000154252.11,,,,,,,,,,
ENSG00000166682.9,,,,,,,,,,
ENSG00000241316.5,,,,,,,,,,
ENSG00000181541.5,,,,,,,,,,
ENSG00000146215.12,,,,,,,,,,
ENSG00000271745.1,,,,,,,,,,
ENSG00000113924.10,,,,,,,,,,
ENSG00000129437.8,,,,,,,,,,
ENSG00000136960.11,,,,,,,,,,
ENSG00000138792.8,,,,,,,,,,
ENSG00000245614.3,,,,,,,,,,
ENSG00000130545.14,,,,,,,,,,
ENSG00000272338.2,,,,,,,,,,
ENSG00000229770.1,,,,,,,,,,
ENSG00000061918.11,,,,,,,,,,
ENSG00000267519.3,,,,,,,,,,
ENSG00000267673.5,,,,,,,,,,
ENSG00000270716.1,,,,,,,,,,
ENSG00000165695.8,,,,,,,,,,
ENSG00000139626.14,,,,,,,,,,
ENSG00000215190.7,,,,,,,,,,
ENSG00000128253.12,,,,,,,,,,
ENSG00000186652.8,,,,,,,,,,
ENSG00000144834.11,,,,,,,,,,
ENSG00000151090.16,,,,,,,,,,
ENSG00000204963.5,,,,,,,,,,
ENSG00000146411.5,,,,,,,,,,
ENSG00000226383.4,,,,,,,,,,
ENSG00000162739.12,,,,,,,,,,
ENSG00000250432.4,,,,,,,,,,
ENSG00000211752.3,,,,,,,,,,
ENSG00000261572.1,,,,,,,,,,
ENSG00000099250.16,,,,,,,,,,
ENSG00000270823.1,,,,,,,,,,
ENSG00000241755.1,,,,,,,,,,
ENSG00000211964.3,,,,,,,,,,
ENSG00000246223.7,,,,,,,,,,
ENSG00000140543.12,,,,,,,,,,
ENSG00000152953.11,,,,,,,,,,
ENSG00000261586.2,,,,,,,,,,
ENSG00000182771.16,,,,,,,,,,
ENSG00000267838.2,,,,,,,,,,
ENSG00000177291.3,,,,,,,,,,
ENSG00000162496.7,,,,,,,,,,
ENSG00000151617.14,,,,,,,,,,
ENSG00000141497.12,,,,,,,,,,
ENSG00000179151.10,,,,,,,,,,
ENSG00000260517.2,,,,,,,,,,
ENSG00000187045.15,,,,,,,,,,
ENSG00000134061.5,,,,,,,,,,
ENSG00000269793.4,,,,,,,,,,
ENSG00000255503.1,,,,,,,,,,
ENSG00000228065.9,,,,,,,,,,
ENSG00000267655.1,,,,,,,,,,
ENSG00000129757.11,,,,,,,,,,
ENSG00000186288.5,,,,,,,,,,
ENSG00000196263.6,,,,,,,,,,
ENSG00000211651.3,,,,,,,,,,
ENSG00000233836.6,,,,,,,,,,
ENSG00000152910.17,,,,,,,,,,
ENSG00000251867.3,,,,,,,,,,
ENSG00000010818.7,,,,,,,,,,
ENSG00000277692.1,,,,,,,,,,
ENSG00000186469.7,,,,,,,,,,
ENSG00000239961.2,,,,,,,,,,
ENSG00000147592.7,,,,,,,,,,
ENSG00000260337.3,,,,,,,,,,
ENSG00000109956.11,,,,,,,,,,
ENSG00000008283.14,,,,,,,,,,
ENSG00000233198.3,,,,,,,,,,
ENSG00000145390.10,,,,,,,,,,
ENSG00000154240.15,,,,,,,,,,
ENSG00000188641.11,,,,,,,,,,
ENSG00000136717.13,,,,,,,,,,
ENSG00000178096.8,,,,,,,,,,
ENSG00000174951.9,,,,,,,,,,
ENSG00000147883.10,,,,,,,,,,
ENSG00000114812.11,,,,,,,,,,
ENSG00000164100.8,,,,,,,,,,
ENSG00000140993.9,,,,,,,,,,
ENSG00000205090.7,,,,,,,,,,
ENSG00000197046.10,,,,,,,,,,
ENSG00000214193.8,,,,,,,,,,
ENSG00000272163.1,,,,,,,,,,
ENSG00000151067.19,,,,,,,,,,
ENSG00000154822.14,,,,,,,,,,
ENSG00000165698.14,,,,,,,,,,
ENSG00000169047.5,,,,,,,,,,
ENSG00000115041.11,,,,,,,,,,
ENSG00000245330.4,,,,,,,,,,
ENSG00000105376.4,,,,,,,,,,
ENSG00000167749.10,,,,,,,,,,
ENSG00000229847.7,,,,,,,,,,
ENSG00000125850.9,,,,,,,,,,
ENSG00000244055.1,,,,,,,,,,
ENSG00000175426.9,,,,,,,,,,
ENSG00000184937.11,,,,,,,,,,
ENSG00000280254.1,,,,,,,,,,
ENSG00000249790.2,,,,,,,,,,
ENSG00000116032.5,,,,,,,,,,
ENSG00000131094.3,,,,,,,,,,
ENSG00000273466.1,,,,,,,,,,
ENSG00000152990.12,,,,,,,,,,
ENSG00000183773.14,,,,,,,,,,
ENSG00000117322.15,,,,,,,,,,
ENSG00000247498.8,,,,,,,,,,
ENSG00000241697.4,,,,,,,,,,
ENSG00000152672.6,,,,,,,,,,
ENSG00000232977.5,,,,,,,,,,
ENSG00000125266.6,,,,,,,,,,
ENSG00000146151.11,,,,,,,,,,
ENSG00000274443.3,,,,,,,,,,
ENSG00000149054.13,,,,,,,,,,
ENSG00000170522.8,,,,,,,,,,
ENSG00000256690.1,,,,,,,,,,
ENSG00000250305.7,,,,,,,,,,
ENSG00000185046.17,,,,,,,,,,
ENSG00000133317.13,,,,,,,,,,
ENSG00000072694.17,,,,,,,,,,
ENSG00000241975.1,,,,,,,,,,
ENSG00000243107.1,,,,,,,,,,
ENSG00000103160.10,,,,,,,,,,
ENSG00000256802.2,,,,,,,,,,
ENSG00000269935.1,,,,,,,,,,
ENSG00000235984.4,,,,,,,,,,
ENSG00000267045.1,,,,,,,,,,
ENSG00000125931.9,,,,,,,,,,
ENSG00000169570.8,,,,,,,,,,
